0.78766,0.035545,0.021665,0.14898,0.00615
0.817585,0.095465,0.022575,0.05413,0.010245
0.935455,0.02521,0.007015,0.03066,0.00166
0.767805,0.06457,0.029915,0.131635,0.006075
0.83655,0.023065,0.042845,0.09518,0.00236
0.916895,0.012525,0.0118,0.05622,0.00256
0.414585,0.107505,0.15073,0.3227,0.00448
0.72307,0.097715,0.07069,0.103095,0.00543
0.762105,0.04293,0.13013,0.062035,0.0028
0.70074,0.071655,0.05636,0.161935,0.00931
0.586635,0.05431,0.05497,0.29668,0.007405
0.865345,0.064235,0.01624,0.04942,0.00476
0.742435,0.086295,0.025555,0.13856,0.007155
0.847705,0.031365,0.0165,0.098125,0.006305
0.814595,0.063985,0.02,0.09379,0.00763
0.93737,0.021225,0.01002,0.029015,0.00237
0.748705,0.08654,0.030325,0.125095,0.009335
0.80061,0.053275,0.031685,0.10252,0.01191
0.5744,0.056205,0.024215,0.330255,0.014925
0.732615,0.07454,0.03534,0.141665,0.01584
0.5035,0.17423,0.022075,0.28575,0.014445
0.39582,0.27067,0.03361,0.280365,0.019535
0.922555,0.008115,0.002015,0.065815,0.0015
0.809655,0.067335,0.0077,0.1107,0.00461
0.86916,0.038795,0.00787,0.07916,0.005015
0.778535,0.108365,0.012665,0.0945,0.005935
0.895745,0.044455,0.00887,0.042595,0.008335
0.908325,0.04238,0.00522,0.04177,0.002305
0.868345,0.07802,0.00674,0.03187,0.015025
0.56275,0.39761,0.00931,0.020535,0.009795
0.511225,0.46806,0.005765,0.013875,0.001075
0.773375,0.198245,0.010645,0.015295,0.00244
0.419985,0.55089,0.01508,0.010195,0.00385
0.40169,0.585635,0.00524,0.005285,0.00215
0.71916,0.2319,0.0106,0.032,0.00634
0.83843,0.064685,0.02569,0.060065,0.01113
0.86688,0.05349,0.016175,0.058465,0.00499
0.888505,0.056145,0.025365,0.027445,0.00254
0.849665,0.12689,0.006785,0.010825,0.005835
0.93623,0.036545,0.00246,0.02108,0.003685
0.94056,0.034055,0.01003,0.013065,0.00229
0.75386,0.22233,0.008965,0.0136,0.001245
0.896105,0.034175,0.013355,0.0546,0.001765
0.89573,0.0555,0.023825,0.02268,0.002265
0.74449,0.00881,0.101545,0.13998,0.005175
0.819225,0.003525,0.023335,0.15206,0.001855
0.854465,0.01019,0.049865,0.081295,0.004185
0.5951,0.000515,0.39305,0.01106,0.000275
0.5959,0.02486,0.1428,0.23272,0.00372
0.612745,0.014675,0.10044,0.269185,0.002955
0.70953,0.025255,0.117545,0.1434,0.00427
0.867065,0.004685,0.03237,0.09496,0.00092
0.887065,0.018265,0.02047,0.070735,0.003465
0.66819,0.01788,0.163935,0.14256,0.007435
0.716825,0.024995,0.081275,0.17009,0.006815
0.812025,0.014975,0.043445,0.12376,0.005795
0.656825,0.00689,0.034025,0.29661,0.00565
0.873575,0.005165,0.01631,0.102345,0.002605
0.572085,0.02273,0.03966,0.35916,0.006365
0.56452,0.072335,0.0632,0.28911,0.010835
0.869835,0.02069,0.03275,0.06602,0.010705
0.57763,0.136195,0.051195,0.212715,0.022265
0.66577,0.02718,0.028125,0.26848,0.010445
0.500445,0.042015,0.09259,0.34561,0.01934
0.466745,0.023915,0.003565,0.498015,0.00776
0.76947,0.037415,0.00595,0.18161,0.005555
0.85616,0.02724,0.003685,0.10895,0.003965
0.83213,0.031305,0.004875,0.122325,0.009365
0.914005,0.013695,0.00435,0.06094,0.00701
0.837785,0.027755,0.00619,0.117055,0.011215
0.936495,0.012705,0.00352,0.04292,0.00436
0.90621,0.056205,0.00451,0.02912,0.003955
0.276935,0.72192,0.000435,0.00037,0.00034
0.72359,0.240885,0.005445,0.02553,0.00455
0.8404,0.107435,0.010435,0.032995,0.008735
